"condition_name","omop_cui","vocabulary_cui","vocabulary_name"
Carcinoma in situ of prostate,44831036,"233.4",ICD9CM
Carcinoma in situ of other specified sites,44831037,"234.8",ICD9CM
"Neoplasm of uncertain behavior of pleura, thymus, and mediastinum",44831038,"235.8",ICD9CM
Neoplasm of uncertain behavior of other and unspecified urinary organs,44831039,"236.99",ICD9CM
Neoplasm of uncertain behavior of histiocytic and mast cells,44831040,"238.5",ICD9CM
High grade myelodysplastic syndrome lesions,44831041,"238.73",ICD9CM
Neoplasm of unspecified nature of other specified sites,44831042,"239.8",ICD9CM
"Malignant neoplasm of upper lip, vermilion border",44829787,"140.0",ICD9CM
"Malignant neoplasm of salivary gland, unspecified",44829788,"142.9",ICD9CM
Malignant neoplasm of anterior aspect of epiglottis,44829789,"146.4",ICD9CM
Malignant neoplasm of hypopharynx,44829790,"148",ICD9CM
Malignant neoplasm of upper third of esophagus,44829791,"150.3",ICD9CM
Malignant neoplasm of middle third of esophagus,44829792,"150.4",ICD9CM
"Malignant neoplasm of lesser curvature of stomach, unspecified",44829793,"151.5",ICD9CM
"Malignant neoplasm of small intestine, unspecified site",44829794,"152.9",ICD9CM
Malignant neoplasm of liver and intrahepatic bile ducts,44829795,"155",ICD9CM
"Malignant neoplasm of liver, not specified as primary or secondary",44829796,"155.2",ICD9CM
Malignant neoplasm of gallbladder,44829797,"156.0",ICD9CM
Malignant neoplasm of other specified sites of pancreas,44829798,"157.8",ICD9CM
"Malignant neoplasm of nasal cavities, middle ear, and accessory sinuses",44829799,"160",ICD9CM
Malignant neoplasm of ethmoidal sinus,44829800,"160.3",ICD9CM
Malignant neoplasm of subglottis,44829801,"161.2",ICD9CM
Malignant neoplasm of main bronchus,44829802,"162.2",ICD9CM
"Malignant neoplasm of thymus, heart, and mediastinum",44829803,"164",ICD9CM
Malignant neoplasm of connective and other soft tissue of pelvis,44829804,"171.6",ICD9CM
"Malignant neoplasm of connective and other soft tissue of trunk, unspecified",44829805,"171.7",ICD9CM
Malignant melanoma of skin of scalp and neck,44829806,"172.4",ICD9CM
Other and unspecified malignant neoplasm of skin of ear and external auditory canal,44829807,"173.2",ICD9CM
"Other and unspecified malignant neoplasm of skin of trunk, except scrotum",44829808,"173.5",ICD9CM
Other and unspecified malignant neoplasm of other specified sites of skin,44829809,"173.8",ICD9CM
Malignant neoplasm of central portion of female breast,44829810,"174.1",ICD9CM
Malignant neoplasm of male breast,44829811,"175",ICD9CM
Malignant neoplasm of other specified sites of body of uterus,44829812,"182.8",ICD9CM
Malignant neoplasm of ovary and other uterine adnexa,44829813,"183",ICD9CM
Malignant neoplasm of labia minora,44829814,"184.2",ICD9CM
Malignant neoplasm of testis,44829815,"186",ICD9CM
Malignant neoplasm of other and unspecified testis,44829816,"186.9",ICD9CM
Malignant neoplasm of bladder neck,44829817,"188.5",ICD9CM
Malignant neoplasm of conjunctiva,44829818,"190.3",ICD9CM
Malignant neoplasm of pineal gland,44829819,"194.4",ICD9CM
Malignant neoplasm of tongue,44832117,"141",ICD9CM
Malignant neoplasm of Meckel's diverticulum,44832118,"152.3",ICD9CM
Malignant neoplasm of cecum,44832119,"153.4",ICD9CM
Malignant neoplasm of other specified sites of gallbladder and extrahepatic bile ducts,44832120,"156.8",ICD9CM
"Malignant neoplasm of peritoneum, unspecified",44832121,"158.9",ICD9CM
Malignant neoplasm of frontal sinus,44832122,"160.4",ICD9CM
Malignant neoplasm of glottis,44832123,"161.0",ICD9CM
"Malignant neoplasm of larynx, unspecified",44832124,"161.9",ICD9CM
"Malignant neoplasm of vertebral column, excluding sacrum and coccyx",44832125,"170.2",ICD9CM
Other specified malignant neoplasm of skin of lip,44832126,"173.09",ICD9CM
Unspecified malignant neoplasm of other specified sites of skin,44832127,"173.80",ICD9CM
Malignant neoplasm of nipple and areola of female breast,44832128,"174.0",ICD9CM
Malignant neoplasm of cervix uteri,44832129,"180",ICD9CM
"Malignant neoplasm of uterine adnexa, unspecified site",44832130,"183.9",ICD9CM
Malignant neoplasm of eye,44832131,"190",ICD9CM
Malignant neoplasm of temporal lobe,44832132,"191.2",ICD9CM
Malignant neoplasm of parathyroid gland,44832133,"194.1",ICD9CM
Malignant neoplasm of pelvis,44832134,"195.3",ICD9CM
"Secondary and unspecified malignant neoplasm of lymph nodes of head, face, and neck",44832135,"196.0",ICD9CM
Secondary malignant neoplasm of lung,44832136,"197.0",ICD9CM
"Burkitt's tumor or lymphoma, unspecified site, extranodal and solid organ sites",44832137,"200.20",ICD9CM
"Burkitt's tumor or lymphoma, lymph nodes of multiple sites",44832138,"200.28",ICD9CM
"Chronic myeloid leukemia, without mention of having achieved remission",44832156,"205.10",ICD9CM
"Mantle cell lymphoma, lymph nodes of axilla and upper limb",44832139,"200.44",ICD9CM
"Other named variants of lymphosarcoma and reticulosarcoma, intra-abdominal lymph nodes",44832140,"200.83",ICD9CM
"Hodgkin's granuloma, lymph nodes of inguinal region and lower limb",44832141,"201.15",ICD9CM
"Hodgkin's disease, nodular sclerosis",44832142,"201.5",ICD9CM
"Hodgkin's disease, mixed cellularity, spleen",44832143,"201.67",ICD9CM
"Hodgkin's disease, lymphocytic depletion, unspecified site, extranodal and solid organ sites",44832144,"201.70",ICD9CM
"Hodgkin's disease, lymphocytic depletion, lymph nodes of inguinal region and lower limb",44832145,"201.75",ICD9CM
"Nodular lymphoma, intrathoracic lymph nodes",44832146,"202.02",ICD9CM
"Mycosis fungoides, lymph nodes of inguinal region and lower limb",44832147,"202.15",ICD9CM
Sezary's disease,44832148,"202.2",ICD9CM
"Sezary's disease, lymph nodes of head, face, and neck",44832149,"202.21",ICD9CM
"Malignant histiocytosis, lymph nodes of multiple sites",44832150,"202.38",ICD9CM
"Leukemic reticuloendotheliosis, lymph nodes of head, face, and neck",44832151,"202.41",ICD9CM
"Leukemic reticuloendotheliosis, lymph nodes of multiple sites",44832152,"202.48",ICD9CM
"Malignant mast cell tumors, lymph nodes of inguinal region and lower limb",44832153,"202.65",ICD9CM
"Other malignant lymphomas, intra-abdominal lymph nodes",44832154,"202.83",ICD9CM
"Other lymphoid leukemia, in remission",44832155,"204.81",ICD9CM
"Subacute monocytic leukemia, in remission",44832162,"206.21",ICD9CM
Unspecified monocytic leukemia,44832163,"206.9",ICD9CM
"Acute erythremia and erythroleukemia, in relapse",44832164,"207.02",ICD9CM
"Other specified leukemia, in remission",44832165,"207.81",ICD9CM
Malignant carcinoid tumor of the rectum,44832166,"209.17",ICD9CM
Merkel cell carcinoma of the face,44832167,"209.31",ICD9CM
Merkel cell carcinoma of the upper limb,44832168,"209.33",ICD9CM
Benign carcinoid tumor of the appendix,44832169,"209.51",ICD9CM
"Benign carcinoid tumor of midgut, not otherwise specified",44832170,"209.66",ICD9CM
Secondary neuroendocrine tumor of bone,44832171,"209.73",ICD9CM
Benign neoplasm of other parts of digestive system,44832172,"211",ICD9CM
"Benign neoplasm of respiratory and intrathoracic organs, site unspecified",44832173,"212.9",ICD9CM
Lipoma of intrathoracic organs,44832174,"214.2",ICD9CM
"Lipoma, unspecified site",44832175,"214.9",ICD9CM
Benign neoplasm of skin of other and unspecified parts of face,44832176,"216.3",ICD9CM
"Benign neoplasm of female genital organ, site unspecified",44832177,"221.9",ICD9CM
Benign neoplasm of cornea,44832178,"224.4",ICD9CM
Carcinoma in situ of stomach,44832179,"230.2",ICD9CM
Carcinoma in situ of bronchus and lung,44832180,"231.2",ICD9CM
Carcinoma in situ of penis,44832181,"233.5",ICD9CM
"Neoplasm of uncertain behavior of stomach, intestines, and rectum",44832182,"235.2",ICD9CM
"Neurofibromatosis, type 2 [acoustic neurofibromatosis]",44832183,"237.72",ICD9CM
Neoplasm of uncertain behavior of connective and other soft tissue,44832184,"238.1",ICD9CM
Low grade myelodysplastic syndrome lesions,44832185,"238.72",ICD9CM
Neoplasm of unspecified nature of digestive system,44832186,"239.0",ICD9CM
Malignant neoplasm of commissure of lip,44834474,"140.6",ICD9CM
Malignant neoplasm of tip and lateral border of tongue,44834475,"141.2",ICD9CM
Malignant neoplasm of lower gum,44834476,"143.1",ICD9CM
Malignant neoplasm of other sites of floor of mouth,44834477,"144.8",ICD9CM
Malignant neoplasm of vestibule of mouth,44834478,"145.1",ICD9CM
Malignant neoplasm of junctional region of oropharynx,44834479,"146.5",ICD9CM
Malignant neoplasm of esophagus,44834480,"150",ICD9CM
Malignant neoplasm of duodenum,44834481,"152.0",ICD9CM
Malignant neoplasm of hepatic flexure,44834482,"153.0",ICD9CM
Malignant neoplasm of extrahepatic bile ducts,44834483,"156.1",ICD9CM
Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,44834484,"159",ICD9CM
Malignant neoplasm of ill-defined sites within the respiratory system,44834485,"165.9",ICD9CM
Malignant melanoma of skin,44834486,"172",ICD9CM
"Basal cell carcinoma of skin of lower limb, including hip",44834487,"173.71",ICD9CM
Malignant neoplasm of lower-inner quadrant of female breast,44834488,"174.3",ICD9CM
Malignant neoplasm of axillary tail of female breast,44834489,"174.6",ICD9CM
Malignant neoplasm of other specified sites of female breast,44834490,"174.8",ICD9CM
"Kaposi's sarcoma, skin",44834491,"176.0",ICD9CM
"Malignant neoplasm of uterus, part unspecified",44834492,"179",ICD9CM
Malignant neoplasm of exocervix,44834493,"180.1",ICD9CM
"Malignant neoplasm of corpus uteri, except isthmus",44834494,"182.0",ICD9CM
Malignant neoplasm of undescended testis,44834495,"186.0",ICD9CM
"Malignant neoplasm of penis, part unspecified",44834496,"187.4",ICD9CM
"Malignant neoplasm of male genital organ, site unspecified",44834497,"187.9",ICD9CM
Malignant neoplasm of lateral wall of urinary bladder,44834498,"188.2",ICD9CM
Malignant neoplasm of frontal lobe,44834499,"191.1",ICD9CM
"Malignant neoplasm of head, face, and neck",44834500,"195.0",ICD9CM
Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes,44834501,"196.1",ICD9CM
Secondary malignant neoplasm of bone and bone marrow,44834502,"198.5",ICD9CM
Secondary malignant neoplasm of ovary,44834503,"198.6",ICD9CM
"Burkitt's tumor or lymphoma, lymph nodes of head, face, and neck",44834504,"200.21",ICD9CM
Marginal zone lymphoma,44834505,"200.3",ICD9CM
"Marginal zone lymphoma, lymph nodes of head, face, and neck",44834506,"200.31",ICD9CM
"Hodgkin's disease, lymphocytic-histiocytic predominance",44834507,"201.4",ICD9CM
"Hodgkin's disease, lymphocytic-histiocytic predominance, intra-abdominal lymph nodes",44834508,"201.43",ICD9CM
"Hodgkin's disease, mixed cellularity, lymph nodes of axilla and upper limb",44834509,"201.64",ICD9CM
"Hodgkin's disease, mixed cellularity, lymph nodes of multiple sites",44834510,"201.68",ICD9CM
"Hodgkin's disease, lymphocytic depletion, intrathoracic lymph nodes",44834511,"201.72",ICD9CM
"Mycosis fungoides, lymph nodes of head, face, and neck",44834512,"202.11",ICD9CM
"Malignant histiocytosis, intrathoracic lymph nodes",44834513,"202.32",ICD9CM
"Malignant mast cell tumors, lymph nodes of axilla and upper limb",44834514,"202.64",ICD9CM
"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, unspecified site, extranodal and solid organ sites",44834515,"202.90",ICD9CM
"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, spleen",44834516,"202.97",ICD9CM
"Other immunoproliferative neoplasms, in remission",44834517,"203.81",ICD9CM
"Other immunoproliferative neoplasms, in relapse",44834518,"203.82",ICD9CM
"Chronic lymphoid leukemia, without mention of having achieved remission",44834519,"204.10",ICD9CM
"Myeloid leukemia, subacute",44834520,"205.2",ICD9CM
"Chronic monocytic leukemia, without mention of having achieved remission",44834521,"206.10",ICD9CM
"Other leukemia of unspecified cell type, in remission",44834522,"208.81",ICD9CM
Benign carcinoid tumor of the jejunum,44834523,"209.42",ICD9CM
"Benign carcinoid tumor of foregut, not otherwise specified",44834524,"209.65",ICD9CM
"Benign neoplasm of lip, oral cavity, and pharynx",44834525,"210",ICD9CM
Benign neoplasm of bones of skull and face,44834526,"213.0",ICD9CM
Other benign neoplasm of connective and other soft tissue of abdomen,44834527,"215.5",ICD9CM
"Benign neoplasm of skin of upper limb, including shoulder",44834528,"216.6",ICD9CM
Benign neoplasm of male genital organs,44834529,"222",ICD9CM
Benign neoplasm of testis,44834530,"222.0",ICD9CM
Benign neoplasm of lacrimal gland,44834531,"224.2",ICD9CM
Benign neoplasm of conjunctiva,44834532,"224.3",ICD9CM
Benign neoplasm of retina,44834533,"224.5",ICD9CM
Carcinoma in situ of other and unspecified parts of intestine,44834534,"230.7",ICD9CM
Carcinoma in situ of trachea,44834535,"231.1",ICD9CM
"Carcinoma in situ of skin of lower limb, including hip",44834536,"232.7",ICD9CM
"Carcinoma in situ of skin, site unspecified",44834537,"232.9",ICD9CM
Neoplasm of uncertain behavior of prostate,44834538,"236.5",ICD9CM
Neoplasm of uncertain behavior of endocrine glands and nervous system,44834539,"237",ICD9CM
Neoplasm of uncertain behavior of meninges,44834540,"237.6",ICD9CM
Neoplasm of uncertain behavior of bone and articular cartilage,44834541,"238.0",ICD9CM
Neoplasm of uncertain behavior of other lymphatic and hematopoietic tissues,44834542,"238.7",ICD9CM
Neoplasms of unspecified nature,44834543,"239",ICD9CM
Secondary malignant neoplasm of other parts of nervous system,44833309,"198.4",ICD9CM
Malignant neoplasm without specification of site,44833310,"199",ICD9CM
"Reticulosarcoma, unspecified site, extranodal and solid organ sites",44833311,"200.00",ICD9CM
"Reticulosarcoma, spleen",44833312,"200.07",ICD9CM
Burkitt's tumor or lymphoma,44833313,"200.2",ICD9CM
"Anaplastic large cell lymphoma, unspecified site, extranodal and solid organ sites",44833314,"200.60",ICD9CM
"Anaplastic large cell lymphoma, intra-abdominal lymph nodes",44833315,"200.63",ICD9CM
"Large cell lymphoma, spleen",44833316,"200.77",ICD9CM
"Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of head, face, and neck",44833317,"200.81",ICD9CM
"Hodgkin's paragranuloma, lymph nodes of inguinal region and lower limb",44833318,"201.05",ICD9CM
"Hodgkin's granuloma, spleen",44833319,"201.17",ICD9CM
"Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of axilla and upper limb",44833320,"201.44",ICD9CM
"Hodgkin's disease, nodular sclerosis, lymph nodes of inguinal region and lower limb",44833321,"201.55",ICD9CM
"Hodgkin's disease, mixed cellularity, lymph nodes of inguinal region and lower limb",44833322,"201.65",ICD9CM
"Hodgkin's disease, unspecified type, intrapelvic lymph nodes",44833323,"201.96",ICD9CM
Other malignant neoplasms of lymphoid and histiocytic tissue,44833324,"202",ICD9CM
"Nodular lymphoma, unspecified site, extranodal and solid organ sites",44833325,"202.00",ICD9CM
"Mycosis fungoides, intrathoracic lymph nodes",44833326,"202.12",ICD9CM
"Sezary's disease, spleen",44833327,"202.27",ICD9CM
"Letterer-siwe disease, lymph nodes of axilla and upper limb",44833328,"202.54",ICD9CM
"Malignant mast cell tumors, lymph nodes of head, face, and neck",44833329,"202.61",ICD9CM
"Peripheral T cell lymphoma, unspecified site, extranodal and solid organ sites",44833330,"202.70",ICD9CM
"Peripheral T cell lymphoma, intrathoracic lymph nodes",44833331,"202.72",ICD9CM
"Peripheral T cell lymphoma, spleen",44833332,"202.77",ICD9CM
"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of head, face, and neck",44833333,"202.91",ICD9CM
Multiple myeloma,44833334,"203.0",ICD9CM
"Multiple myeloma, without mention of having achieved remission",44833335,"203.00",ICD9CM
"Lymphoid leukemia, subacute",44833336,"204.2",ICD9CM
"Subacute lymphoid leukemia, in remission",44833337,"204.21",ICD9CM
"Other lymphoid leukemia, in relapse",44833338,"204.82",ICD9CM
"Acute monocytic leukemia, without mention of having achieved remission",44833339,"206.00",ICD9CM
"Other monocytic leukemia, in relapse",44833340,"206.82",ICD9CM
"Acute erythremia and erythroleukemia, in remission",44833341,"207.01",ICD9CM
Megakaryocytic leukemia,44833342,"207.2",ICD9CM
"Other specified leukemia, in relapse",44833343,"207.82",ICD9CM
"Acute leukemia of unspecified cell type, in relapse",44833344,"208.02",ICD9CM
"Chronic leukemia of unspecified cell type, in relapse",44833345,"208.12",ICD9CM
"Benign carcinoid tumor of hindgut, not otherwise specified",44833346,"209.67",ICD9CM
Benign neoplasm of tonsil,44833347,"210.5",ICD9CM
"Benign neoplasm of pharynx, unspecified",44833348,"210.9",ICD9CM
Benign neoplasm of lower jaw bone,44833349,"213.1",ICD9CM
Lipoma,44833350,"214",ICD9CM
Other benign neoplasm of connective and other soft tissue,44833351,"215",ICD9CM
Benign neoplasm of scalp and skin of neck,44833352,"216.4",ICD9CM
Benign neoplasm of cerebral meninges,44833353,"225.2",ICD9CM
Hemangioma of skin and subcutaneous tissue,44833354,"228.01",ICD9CM
Hemangioma of intracranial structures,44833355,"228.02",ICD9CM
